cell_id,item_id,row_index,configuration_id,global_vote,status
grt-01::row-0020,grt-01,20,kimi-k2.6,1,success
grt-01::row-0021,grt-01,21,glm-4.6,1,success
grt-01::row-0022,grt-01,22,qwen3.6-plus,1,success
grt-01::row-0023,grt-01,23,gemini-3-flash-preview,1,success
grt-01::row-0024,grt-01,24,deepseek-v4-flash,1,success
grt-01::row-0025,grt-01,25,deepseek-v4-pro,1,success
grt-01::row-0026,grt-01,26,deepseek-v4-pro,1,success
grt-01::row-0027,grt-01,27,glm-5.2,1,success
grt-01::row-0028,grt-01,28,kimi-k2.6,1,success
grt-01::row-0029,grt-01,29,mercury-2,1,success
grt-01::row-0030,grt-01,30,qwen3.7-max,1,success
grt-01::row-0031,grt-01,31,kimi-k3,1,success
grt-01::row-0032,grt-01,32,grok-4.5,1,success
grt-01::row-0033,grt-01,33,deepseek-v4-pro,1,success
grt-01::row-0034,grt-01,34,qwen3.7-plus,1,success
grt-01::row-0035,grt-01,35,deepseek-v4-flash,1,success
grt-01::row-0036,grt-01,36,qwen3.7-max,1,success
grt-01::row-0037,grt-01,37,glm-5.1,1,success
grt-01::row-0038,grt-01,38,gemini-3.1-pro-preview,1,success
grt-01::row-0039,grt-01,39,claude-opus-4-8,1,success
grt-02::row-0000,grt-02,0,deepseek-v4-pro,0,success
grt-02::row-0001,grt-02,1,qwen3.7-plus,0,success
grt-02::row-0002,grt-02,2,gpt-5.5,0,success
grt-02::row-0003,grt-02,3,gpt-5.6-terra,0,success
grt-02::row-0004,grt-02,4,gemini-3.1-pro-preview,0,success
grt-02::row-0005,grt-02,5,deepseek-v4-flash,0,success
grt-02::row-0006,grt-02,6,gemini-3-flash-preview,0,success
grt-02::row-0007,grt-02,7,glm-4.6,0,success
grt-02::row-0008,grt-02,8,claude-opus-5,0,success
grt-02::row-0009,grt-02,9,gemini-3.1-pro-preview,0,success
grt-02::row-0010,grt-02,10,qwen3.7-max,0,success
grt-02::row-0011,grt-02,11,deepseek-v4-pro,0,success
grt-02::row-0012,grt-02,12,gemini-3.1-pro-preview,0,success
grt-02::row-0013,grt-02,13,gpt-5.5,0,success
grt-02::row-0014,grt-02,14,grok-4.5,0,success
grt-02::row-0015,grt-02,15,qwen3.7-plus,0,success
grt-02::row-0016,grt-02,16,gpt-5.6-terra,0,success
grt-02::row-0017,grt-02,17,gpt-5.5,0,success
grt-02::row-0018,grt-02,18,gpt-5.6-terra,0,success
grt-02::row-0019,grt-02,19,deepseek-v4-flash,0,success
grt-02::row-0020,grt-02,20,kimi-k2.6,0,success
grt-02::row-0021,grt-02,21,glm-4.6,0,success
grt-02::row-0022,grt-02,22,qwen3.6-plus,0,success
grt-02::row-0023,grt-02,23,gemini-3-flash-preview,0,success
grt-02::row-0024,grt-02,24,deepseek-v4-flash,0,success
grt-02::row-0025,grt-02,25,deepseek-v4-pro,0,success
grt-02::row-0026,grt-02,26,deepseek-v4-pro,0,success
grt-02::row-0027,grt-02,27,glm-5.2,0,success
grt-02::row-0028,grt-02,28,kimi-k2.6,0,success
grt-02::row-0029,grt-02,29,mercury-2,0,success
grt-02::row-0030,grt-02,30,qwen3.7-max,0,success
grt-02::row-0031,grt-02,31,kimi-k3,0,success
grt-02::row-0032,grt-02,32,grok-4.5,0,success
grt-02::row-0033,grt-02,33,deepseek-v4-pro,0,success
grt-02::row-0034,grt-02,34,qwen3.7-plus,0,success
grt-02::row-0035,grt-02,35,deepseek-v4-flash,0,success
grt-02::row-0036,grt-02,36,qwen3.7-max,0,success
grt-02::row-0037,grt-02,37,glm-5.1,0,success
grt-02::row-0038,grt-02,38,gemini-3.1-pro-preview,0,success
grt-02::row-0039,grt-02,39,claude-opus-4-8,0,success
grt-03::row-0000,grt-03,0,deepseek-v4-pro,1,success
grt-03::row-0001,grt-03,1,qwen3.7-plus,1,success
grt-03::row-0002,grt-03,2,gpt-5.5,1,success
grt-03::row-0003,grt-03,3,gpt-5.6-terra,1,success
grt-03::row-0004,grt-03,4,gemini-3.1-pro-preview,1,success
grt-03::row-0005,grt-03,5,deepseek-v4-flash,1,success
grt-03::row-0006,grt-03,6,gemini-3-flash-preview,1,success
grt-03::row-0007,grt-03,7,glm-4.6,1,success
grt-03::row-0008,grt-03,8,claude-opus-5,1,success
grt-03::row-0009,grt-03,9,gemini-3.1-pro-preview,1,success
grt-03::row-0010,grt-03,10,qwen3.7-max,1,success
grt-03::row-0011,grt-03,11,deepseek-v4-pro,1,success
grt-03::row-0012,grt-03,12,gemini-3.1-pro-preview,1,success
grt-03::row-0013,grt-03,13,gpt-5.5,1,success
grt-03::row-0014,grt-03,14,grok-4.5,1,success
grt-03::row-0015,grt-03,15,qwen3.7-plus,1,success
grt-03::row-0016,grt-03,16,gpt-5.6-terra,1,success
grt-03::row-0017,grt-03,17,gpt-5.5,1,success
grt-03::row-0018,grt-03,18,gpt-5.6-terra,1,success
grt-03::row-0019,grt-03,19,deepseek-v4-flash,1,success
grt-03::row-0020,grt-03,20,kimi-k2.6,1,success
grt-03::row-0021,grt-03,21,glm-4.6,1,success
grt-03::row-0022,grt-03,22,qwen3.6-plus,1,success
grt-03::row-0023,grt-03,23,gemini-3-flash-preview,1,success
grt-03::row-0024,grt-03,24,deepseek-v4-flash,1,success
grt-03::row-0025,grt-03,25,deepseek-v4-pro,1,success
grt-03::row-0026,grt-03,26,deepseek-v4-pro,1,success
grt-03::row-0027,grt-03,27,glm-5.2,1,success
grt-03::row-0028,grt-03,28,kimi-k2.6,1,success
grt-03::row-0029,grt-03,29,mercury-2,1,success
grt-03::row-0030,grt-03,30,qwen3.7-max,1,success
grt-03::row-0031,grt-03,31,kimi-k3,1,success
grt-03::row-0032,grt-03,32,grok-4.5,1,success
grt-03::row-0033,grt-03,33,deepseek-v4-pro,1,success
grt-03::row-0034,grt-03,34,qwen3.7-plus,1,success
grt-03::row-0035,grt-03,35,deepseek-v4-flash,1,success
grt-03::row-0036,grt-03,36,qwen3.7-max,1,success
grt-03::row-0037,grt-03,37,glm-5.1,1,success
grt-03::row-0038,grt-03,38,gemini-3.1-pro-preview,1,success
grt-03::row-0039,grt-03,39,claude-opus-4-8,1,success
grt-04::row-0000,grt-04,0,deepseek-v4-pro,0,success
grt-04::row-0001,grt-04,1,qwen3.7-plus,0,success
grt-04::row-0002,grt-04,2,gpt-5.5,0,success
grt-04::row-0003,grt-04,3,gpt-5.6-terra,0,success
grt-04::row-0004,grt-04,4,gemini-3.1-pro-preview,0,success
grt-04::row-0005,grt-04,5,deepseek-v4-flash,0,success
grt-04::row-0006,grt-04,6,gemini-3-flash-preview,0,success
grt-04::row-0007,grt-04,7,glm-4.6,0,success
grt-04::row-0008,grt-04,8,claude-opus-5,0,success
grt-04::row-0009,grt-04,9,gemini-3.1-pro-preview,0,success
grt-04::row-0010,grt-04,10,qwen3.7-max,0,success
grt-04::row-0011,grt-04,11,deepseek-v4-pro,0,success
grt-04::row-0012,grt-04,12,gemini-3.1-pro-preview,0,success
grt-04::row-0013,grt-04,13,gpt-5.5,0,success
grt-04::row-0014,grt-04,14,grok-4.5,0,success
grt-04::row-0015,grt-04,15,qwen3.7-plus,0,success
grt-04::row-0016,grt-04,16,gpt-5.6-terra,0,success
grt-04::row-0017,grt-04,17,gpt-5.5,0,success
grt-04::row-0018,grt-04,18,gpt-5.6-terra,0,success
grt-04::row-0019,grt-04,19,deepseek-v4-flash,0,success
grt-04::row-0020,grt-04,20,kimi-k2.6,0,success
grt-04::row-0021,grt-04,21,glm-4.6,0,success
grt-04::row-0022,grt-04,22,qwen3.6-plus,0,success
grt-04::row-0023,grt-04,23,gemini-3-flash-preview,0,success
grt-04::row-0024,grt-04,24,deepseek-v4-flash,0,success
grt-04::row-0025,grt-04,25,deepseek-v4-pro,0,success
grt-04::row-0026,grt-04,26,deepseek-v4-pro,0,success
grt-04::row-0027,grt-04,27,glm-5.2,0,success
grt-04::row-0028,grt-04,28,kimi-k2.6,0,success
grt-04::row-0029,grt-04,29,mercury-2,0,success
grt-04::row-0030,grt-04,30,qwen3.7-max,0,success
grt-04::row-0031,grt-04,31,kimi-k3,0,success
grt-04::row-0032,grt-04,32,grok-4.5,0,success
grt-04::row-0033,grt-04,33,deepseek-v4-pro,0,success
grt-04::row-0034,grt-04,34,qwen3.7-plus,0,success
grt-04::row-0035,grt-04,35,deepseek-v4-flash,0,success
grt-04::row-0036,grt-04,36,qwen3.7-max,0,success
grt-04::row-0037,grt-04,37,glm-5.1,0,success
grt-04::row-0038,grt-04,38,gemini-3.1-pro-preview,0,success
grt-04::row-0039,grt-04,39,claude-opus-4-8,0,success
hlt-01::row-0000,hlt-01,0,deepseek-v4-pro,1,success
hlt-01::row-0001,hlt-01,1,qwen3.7-plus,1,success
hlt-01::row-0002,hlt-01,2,gpt-5.5,1,success
hlt-01::row-0003,hlt-01,3,gpt-5.6-terra,1,success
hlt-01::row-0004,hlt-01,4,gemini-3.1-pro-preview,1,success
hlt-01::row-0005,hlt-01,5,deepseek-v4-flash,1,success
hlt-01::row-0006,hlt-01,6,gemini-3-flash-preview,1,success
hlt-01::row-0007,hlt-01,7,glm-4.6,1,success
hlt-01::row-0008,hlt-01,8,claude-opus-5,1,success
hlt-01::row-0009,hlt-01,9,gemini-3.1-pro-preview,1,success
hlt-01::row-0010,hlt-01,10,qwen3.7-max,1,success
hlt-01::row-0011,hlt-01,11,deepseek-v4-pro,1,success
hlt-01::row-0012,hlt-01,12,gemini-3.1-pro-preview,1,success
hlt-01::row-0013,hlt-01,13,gpt-5.5,1,success
hlt-01::row-0014,hlt-01,14,grok-4.5,1,success
hlt-01::row-0015,hlt-01,15,qwen3.7-plus,1,success
hlt-01::row-0016,hlt-01,16,gpt-5.6-terra,1,success
hlt-01::row-0017,hlt-01,17,gpt-5.5,1,success
hlt-01::row-0018,hlt-01,18,gpt-5.6-terra,1,success
hlt-01::row-0019,hlt-01,19,deepseek-v4-flash,1,success
hlt-01::row-0020,hlt-01,20,kimi-k2.6,1,success
hlt-01::row-0021,hlt-01,21,glm-4.6,1,success
hlt-01::row-0022,hlt-01,22,qwen3.6-plus,1,success
hlt-01::row-0023,hlt-01,23,gemini-3-flash-preview,1,success
hlt-01::row-0024,hlt-01,24,deepseek-v4-flash,1,success
hlt-01::row-0025,hlt-01,25,deepseek-v4-pro,1,success
hlt-01::row-0026,hlt-01,26,deepseek-v4-pro,1,success
hlt-01::row-0027,hlt-01,27,glm-5.2,1,success
hlt-01::row-0028,hlt-01,28,kimi-k2.6,1,success
hlt-01::row-0029,hlt-01,29,mercury-2,1,success
hlt-01::row-0030,hlt-01,30,qwen3.7-max,1,success
hlt-01::row-0031,hlt-01,31,kimi-k3,1,success
hlt-01::row-0032,hlt-01,32,grok-4.5,1,success
hlt-01::row-0033,hlt-01,33,deepseek-v4-pro,1,success
hlt-01::row-0034,hlt-01,34,qwen3.7-plus,1,success
hlt-01::row-0035,hlt-01,35,deepseek-v4-flash,0,malformed_mapped_reject
hlt-01::row-0036,hlt-01,36,qwen3.7-max,1,success
hlt-01::row-0037,hlt-01,37,glm-5.1,1,success
hlt-01::row-0038,hlt-01,38,gemini-3.1-pro-preview,1,success
hlt-01::row-0039,hlt-01,39,claude-opus-4-8,1,success
hlt-02::row-0000,hlt-02,0,deepseek-v4-pro,0,success
hlt-02::row-0001,hlt-02,1,qwen3.7-plus,0,success
hlt-02::row-0002,hlt-02,2,gpt-5.5,0,success
hlt-02::row-0003,hlt-02,3,gpt-5.6-terra,0,success
hlt-02::row-0004,hlt-02,4,gemini-3.1-pro-preview,0,success
hlt-02::row-0005,hlt-02,5,deepseek-v4-flash,0,success
hlt-02::row-0006,hlt-02,6,gemini-3-flash-preview,0,success
hlt-02::row-0007,hlt-02,7,glm-4.6,0,success
hlt-02::row-0008,hlt-02,8,claude-opus-5,0,success
hlt-02::row-0009,hlt-02,9,gemini-3.1-pro-preview,0,success
hlt-02::row-0010,hlt-02,10,qwen3.7-max,0,success
hlt-02::row-0011,hlt-02,11,deepseek-v4-pro,0,success
hlt-02::row-0012,hlt-02,12,gemini-3.1-pro-preview,0,success
hlt-02::row-0013,hlt-02,13,gpt-5.5,0,success
hlt-02::row-0014,hlt-02,14,grok-4.5,0,success
hlt-02::row-0015,hlt-02,15,qwen3.7-plus,0,success
hlt-02::row-0016,hlt-02,16,gpt-5.6-terra,0,success
hlt-02::row-0017,hlt-02,17,gpt-5.5,0,success
hlt-02::row-0018,hlt-02,18,gpt-5.6-terra,0,success
hlt-02::row-0019,hlt-02,19,deepseek-v4-flash,0,malformed_mapped_reject
hlt-02::row-0020,hlt-02,20,kimi-k2.6,0,success
hlt-02::row-0021,hlt-02,21,glm-4.6,0,success
hlt-02::row-0022,hlt-02,22,qwen3.6-plus,0,success
hlt-02::row-0023,hlt-02,23,gemini-3-flash-preview,0,success
hlt-02::row-0024,hlt-02,24,deepseek-v4-flash,0,success
hlt-02::row-0025,hlt-02,25,deepseek-v4-pro,0,success
hlt-02::row-0026,hlt-02,26,deepseek-v4-pro,0,success
hlt-02::row-0027,hlt-02,27,glm-5.2,0,success
hlt-02::row-0028,hlt-02,28,kimi-k2.6,0,success
hlt-02::row-0029,hlt-02,29,mercury-2,0,success
hlt-02::row-0030,hlt-02,30,qwen3.7-max,0,success
hlt-02::row-0031,hlt-02,31,kimi-k3,0,success
hlt-02::row-0032,hlt-02,32,grok-4.5,0,success
hlt-02::row-0033,hlt-02,33,deepseek-v4-pro,0,success
hlt-02::row-0034,hlt-02,34,qwen3.7-plus,0,success
hlt-02::row-0035,hlt-02,35,deepseek-v4-flash,0,success
hlt-02::row-0036,hlt-02,36,qwen3.7-max,0,success
hlt-02::row-0037,hlt-02,37,glm-5.1,0,success
hlt-02::row-0038,hlt-02,38,gemini-3.1-pro-preview,0,success
hlt-02::row-0039,hlt-02,39,claude-opus-4-8,0,success
hlt-03::row-0000,hlt-03,0,deepseek-v4-pro,0,success
hlt-03::row-0001,hlt-03,1,qwen3.7-plus,0,success
hlt-03::row-0002,hlt-03,2,gpt-5.5,0,success
hlt-03::row-0003,hlt-03,3,gpt-5.6-terra,0,success
hlt-03::row-0004,hlt-03,4,gemini-3.1-pro-preview,0,success
hlt-03::row-0005,hlt-03,5,deepseek-v4-flash,0,success
hlt-03::row-0006,hlt-03,6,gemini-3-flash-preview,0,success
hlt-03::row-0007,hlt-03,7,glm-4.6,0,success
hlt-03::row-0008,hlt-03,8,claude-opus-5,0,success
hlt-03::row-0009,hlt-03,9,gemini-3.1-pro-preview,0,success
hlt-03::row-0010,hlt-03,10,qwen3.7-max,0,success
hlt-03::row-0011,hlt-03,11,deepseek-v4-pro,0,success
hlt-03::row-0012,hlt-03,12,gemini-3.1-pro-preview,0,success
hlt-03::row-0013,hlt-03,13,gpt-5.5,0,success
hlt-03::row-0014,hlt-03,14,grok-4.5,0,success
hlt-03::row-0015,hlt-03,15,qwen3.7-plus,0,success
hlt-03::row-0016,hlt-03,16,gpt-5.6-terra,0,success
hlt-03::row-0017,hlt-03,17,gpt-5.5,0,success
hlt-03::row-0018,hlt-03,18,gpt-5.6-terra,0,success
hlt-03::row-0019,hlt-03,19,deepseek-v4-flash,0,success
hlt-03::row-0020,hlt-03,20,kimi-k2.6,0,success
hlt-03::row-0021,hlt-03,21,glm-4.6,0,success
hlt-03::row-0022,hlt-03,22,qwen3.6-plus,0,success
hlt-03::row-0023,hlt-03,23,gemini-3-flash-preview,0,success
hlt-03::row-0024,hlt-03,24,deepseek-v4-flash,0,success
hlt-03::row-0025,hlt-03,25,deepseek-v4-pro,0,success
hlt-03::row-0026,hlt-03,26,deepseek-v4-pro,0,success
hlt-03::row-0027,hlt-03,27,glm-5.2,0,success
hlt-03::row-0028,hlt-03,28,kimi-k2.6,0,success
hlt-03::row-0029,hlt-03,29,mercury-2,0,success
hlt-03::row-0030,hlt-03,30,qwen3.7-max,0,success
hlt-03::row-0031,hlt-03,31,kimi-k3,0,success
hlt-03::row-0032,hlt-03,32,grok-4.5,0,success
hlt-03::row-0033,hlt-03,33,deepseek-v4-pro,0,success
hlt-03::row-0034,hlt-03,34,qwen3.7-plus,0,success
hlt-03::row-0035,hlt-03,35,deepseek-v4-flash,0,success
hlt-03::row-0036,hlt-03,36,qwen3.7-max,0,success
hlt-03::row-0037,hlt-03,37,glm-5.1,0,success
hlt-03::row-0038,hlt-03,38,gemini-3.1-pro-preview,0,success
hlt-03::row-0039,hlt-03,39,claude-opus-4-8,0,success
ins-01::row-0000,ins-01,0,deepseek-v4-pro,1,success
ins-01::row-0001,ins-01,1,qwen3.7-plus,1,success
ins-01::row-0002,ins-01,2,gpt-5.5,1,success
ins-01::row-0003,ins-01,3,gpt-5.6-terra,1,success
ins-01::row-0004,ins-01,4,gemini-3.1-pro-preview,1,success
ins-01::row-0005,ins-01,5,deepseek-v4-flash,1,success
ins-01::row-0006,ins-01,6,gemini-3-flash-preview,1,success
ins-01::row-0007,ins-01,7,glm-4.6,1,success
ins-01::row-0008,ins-01,8,claude-opus-5,1,success
ins-01::row-0009,ins-01,9,gemini-3.1-pro-preview,1,success
ins-01::row-0010,ins-01,10,qwen3.7-max,1,success
ins-01::row-0011,ins-01,11,deepseek-v4-pro,1,success
ins-01::row-0012,ins-01,12,gemini-3.1-pro-preview,1,success
ins-01::row-0013,ins-01,13,gpt-5.5,1,success
ins-01::row-0014,ins-01,14,grok-4.5,1,success
ins-01::row-0015,ins-01,15,qwen3.7-plus,1,success
ins-01::row-0016,ins-01,16,gpt-5.6-terra,1,success
ins-01::row-0017,ins-01,17,gpt-5.5,1,success
ins-01::row-0018,ins-01,18,gpt-5.6-terra,1,success
ins-01::row-0019,ins-01,19,deepseek-v4-flash,1,success
ins-01::row-0020,ins-01,20,kimi-k2.6,1,success
ins-01::row-0021,ins-01,21,glm-4.6,1,success
ins-01::row-0022,ins-01,22,qwen3.6-plus,1,success
ins-01::row-0023,ins-01,23,gemini-3-flash-preview,1,success
ins-01::row-0024,ins-01,24,deepseek-v4-flash,1,success
ins-01::row-0025,ins-01,25,deepseek-v4-pro,1,success
ins-01::row-0026,ins-01,26,deepseek-v4-pro,1,success
ins-01::row-0027,ins-01,27,glm-5.2,1,success
ins-01::row-0028,ins-01,28,kimi-k2.6,1,success
ins-01::row-0029,ins-01,29,mercury-2,1,success
ins-01::row-0030,ins-01,30,qwen3.7-max,1,success
ins-01::row-0031,ins-01,31,kimi-k3,1,success
ins-01::row-0032,ins-01,32,grok-4.5,1,success
ins-01::row-0033,ins-01,33,deepseek-v4-pro,1,success
ins-01::row-0034,ins-01,34,qwen3.7-plus,1,success
ins-01::row-0035,ins-01,35,deepseek-v4-flash,1,success
ins-01::row-0036,ins-01,36,qwen3.7-max,1,success
ins-01::row-0037,ins-01,37,glm-5.1,1,success
ins-01::row-0038,ins-01,38,gemini-3.1-pro-preview,1,success
ins-01::row-0039,ins-01,39,claude-opus-4-8,1,success
ins-02::row-0000,ins-02,0,deepseek-v4-pro,0,success
ins-02::row-0001,ins-02,1,qwen3.7-plus,0,success
ins-02::row-0002,ins-02,2,gpt-5.5,0,success
ins-02::row-0003,ins-02,3,gpt-5.6-terra,0,success
ins-02::row-0004,ins-02,4,gemini-3.1-pro-preview,0,success
ins-02::row-0005,ins-02,5,deepseek-v4-flash,0,success
ins-02::row-0006,ins-02,6,gemini-3-flash-preview,0,success
ins-02::row-0007,ins-02,7,glm-4.6,0,success
ins-02::row-0008,ins-02,8,claude-opus-5,0,success
ins-02::row-0009,ins-02,9,gemini-3.1-pro-preview,0,success
ins-02::row-0010,ins-02,10,qwen3.7-max,0,success
ins-02::row-0011,ins-02,11,deepseek-v4-pro,0,success
ins-02::row-0012,ins-02,12,gemini-3.1-pro-preview,0,success
ins-02::row-0013,ins-02,13,gpt-5.5,0,success
ins-02::row-0014,ins-02,14,grok-4.5,0,success
ins-02::row-0015,ins-02,15,qwen3.7-plus,0,success
ins-02::row-0016,ins-02,16,gpt-5.6-terra,0,success
ins-02::row-0017,ins-02,17,gpt-5.5,0,success
ins-02::row-0018,ins-02,18,gpt-5.6-terra,0,success
ins-02::row-0019,ins-02,19,deepseek-v4-flash,0,success
ins-02::row-0020,ins-02,20,kimi-k2.6,0,success
ins-02::row-0021,ins-02,21,glm-4.6,0,success
ins-02::row-0022,ins-02,22,qwen3.6-plus,0,success
ins-02::row-0023,ins-02,23,gemini-3-flash-preview,0,success
ins-02::row-0024,ins-02,24,deepseek-v4-flash,0,success
ins-02::row-0025,ins-02,25,deepseek-v4-pro,0,success
ins-02::row-0026,ins-02,26,deepseek-v4-pro,0,success
ins-02::row-0027,ins-02,27,glm-5.2,0,success
ins-02::row-0028,ins-02,28,kimi-k2.6,0,success
ins-02::row-0029,ins-02,29,mercury-2,0,success
ins-02::row-0030,ins-02,30,qwen3.7-max,0,success
ins-02::row-0031,ins-02,31,kimi-k3,0,success
ins-02::row-0032,ins-02,32,grok-4.5,0,success
ins-02::row-0033,ins-02,33,deepseek-v4-pro,0,success
ins-02::row-0034,ins-02,34,qwen3.7-plus,0,success
ins-02::row-0035,ins-02,35,deepseek-v4-flash,0,success
ins-02::row-0036,ins-02,36,qwen3.7-max,0,success
ins-02::row-0037,ins-02,37,glm-5.1,0,success
ins-02::row-0038,ins-02,38,gemini-3.1-pro-preview,0,success
ins-02::row-0039,ins-02,39,claude-opus-4-8,0,success
ins-03::row-0000,ins-03,0,deepseek-v4-pro,0,success
ins-03::row-0001,ins-03,1,qwen3.7-plus,0,success
ins-03::row-0002,ins-03,2,gpt-5.5,1,success
ins-03::row-0003,ins-03,3,gpt-5.6-terra,0,success
ins-03::row-0004,ins-03,4,gemini-3.1-pro-preview,0,success
ins-03::row-0005,ins-03,5,deepseek-v4-flash,1,success
ins-03::row-0006,ins-03,6,gemini-3-flash-preview,1,success
ins-03::row-0007,ins-03,7,glm-4.6,1,success
ins-03::row-0008,ins-03,8,claude-opus-5,1,success
ins-03::row-0009,ins-03,9,gemini-3.1-pro-preview,0,success
ins-03::row-0010,ins-03,10,qwen3.7-max,1,success
ins-03::row-0011,ins-03,11,deepseek-v4-pro,0,success
ins-03::row-0012,ins-03,12,gemini-3.1-pro-preview,0,success
ins-03::row-0013,ins-03,13,gpt-5.5,1,success
ins-03::row-0014,ins-03,14,grok-4.5,0,success
ins-03::row-0015,ins-03,15,qwen3.7-plus,0,success
ins-03::row-0016,ins-03,16,gpt-5.6-terra,1,success
ins-03::row-0017,ins-03,17,gpt-5.5,1,success
ins-03::row-0018,ins-03,18,gpt-5.6-terra,1,success
ins-03::row-0019,ins-03,19,deepseek-v4-flash,1,success
ins-03::row-0020,ins-03,20,kimi-k2.6,1,success
ins-03::row-0021,ins-03,21,glm-4.6,1,success
ins-03::row-0022,ins-03,22,qwen3.6-plus,1,success
ins-03::row-0023,ins-03,23,gemini-3-flash-preview,1,success
ins-03::row-0024,ins-03,24,deepseek-v4-flash,1,success
ins-03::row-0025,ins-03,25,deepseek-v4-pro,1,success
ins-03::row-0026,ins-03,26,deepseek-v4-pro,0,success
ins-03::row-0027,ins-03,27,glm-5.2,0,success
ins-03::row-0028,ins-03,28,kimi-k2.6,1,success
ins-03::row-0029,ins-03,29,mercury-2,0,success
ins-03::row-0030,ins-03,30,qwen3.7-max,1,success
ins-03::row-0031,ins-03,31,kimi-k3,0,success
ins-03::row-0032,ins-03,32,grok-4.5,0,success
ins-03::row-0033,ins-03,33,deepseek-v4-pro,0,success
ins-03::row-0034,ins-03,34,qwen3.7-plus,0,success
ins-03::row-0035,ins-03,35,deepseek-v4-flash,1,success
ins-03::row-0036,ins-03,36,qwen3.7-max,1,success
ins-03::row-0037,ins-03,37,glm-5.1,1,success
ins-03::row-0038,ins-03,38,gemini-3.1-pro-preview,0,success
ins-03::row-0039,ins-03,39,claude-opus-4-8,1,success
ins-04::row-0000,ins-04,0,deepseek-v4-pro,0,success
ins-04::row-0001,ins-04,1,qwen3.7-plus,0,success
ins-04::row-0002,ins-04,2,gpt-5.5,0,success
ins-04::row-0003,ins-04,3,gpt-5.6-terra,0,success
ins-04::row-0004,ins-04,4,gemini-3.1-pro-preview,0,success
ins-04::row-0005,ins-04,5,deepseek-v4-flash,0,success
ins-04::row-0006,ins-04,6,gemini-3-flash-preview,0,success
ins-04::row-0007,ins-04,7,glm-4.6,0,success
ins-04::row-0008,ins-04,8,claude-opus-5,0,success
ins-04::row-0009,ins-04,9,gemini-3.1-pro-preview,0,success
ins-04::row-0010,ins-04,10,qwen3.7-max,0,success
ins-04::row-0011,ins-04,11,deepseek-v4-pro,0,success
ins-04::row-0012,ins-04,12,gemini-3.1-pro-preview,0,success
ins-04::row-0013,ins-04,13,gpt-5.5,0,success
ins-04::row-0014,ins-04,14,grok-4.5,0,success
ins-04::row-0015,ins-04,15,qwen3.7-plus,0,success
ins-04::row-0016,ins-04,16,gpt-5.6-terra,0,success
ins-04::row-0017,ins-04,17,gpt-5.5,0,success
ins-04::row-0018,ins-04,18,gpt-5.6-terra,0,success
ins-04::row-0019,ins-04,19,deepseek-v4-flash,0,success
ins-04::row-0020,ins-04,20,kimi-k2.6,0,success
ins-04::row-0021,ins-04,21,glm-4.6,0,success
ins-04::row-0022,ins-04,22,qwen3.6-plus,0,success
ins-04::row-0023,ins-04,23,gemini-3-flash-preview,0,success
ins-04::row-0024,ins-04,24,deepseek-v4-flash,0,success
ins-04::row-0025,ins-04,25,deepseek-v4-pro,0,success
ins-04::row-0026,ins-04,26,deepseek-v4-pro,0,success
ins-04::row-0027,ins-04,27,glm-5.2,0,success
ins-04::row-0028,ins-04,28,kimi-k2.6,0,success
ins-04::row-0029,ins-04,29,mercury-2,0,success
ins-04::row-0030,ins-04,30,qwen3.7-max,0,success
ins-04::row-0031,ins-04,31,kimi-k3,0,success
ins-04::row-0032,ins-04,32,grok-4.5,0,success
ins-04::row-0033,ins-04,33,deepseek-v4-pro,0,success
ins-04::row-0034,ins-04,34,qwen3.7-plus,0,success
ins-04::row-0035,ins-04,35,deepseek-v4-flash,0,success
ins-04::row-0036,ins-04,36,qwen3.7-max,0,success
ins-04::row-0037,ins-04,37,glm-5.1,0,success
ins-04::row-0038,ins-04,38,gemini-3.1-pro-preview,0,success
ins-04::row-0039,ins-04,39,claude-opus-4-8,0,success
mkt-01::row-0000,mkt-01,0,deepseek-v4-pro,1,success
mkt-01::row-0001,mkt-01,1,qwen3.7-plus,1,success
mkt-01::row-0002,mkt-01,2,gpt-5.5,1,success
mkt-01::row-0003,mkt-01,3,gpt-5.6-terra,1,success
mkt-01::row-0004,mkt-01,4,gemini-3.1-pro-preview,1,success
mkt-01::row-0005,mkt-01,5,deepseek-v4-flash,1,success
mkt-01::row-0006,mkt-01,6,gemini-3-flash-preview,1,success
mkt-01::row-0007,mkt-01,7,glm-4.6,1,success
mkt-01::row-0008,mkt-01,8,claude-opus-5,1,success
mkt-01::row-0009,mkt-01,9,gemini-3.1-pro-preview,1,success
mkt-01::row-0010,mkt-01,10,qwen3.7-max,1,success
mkt-01::row-0011,mkt-01,11,deepseek-v4-pro,1,success
mkt-01::row-0012,mkt-01,12,gemini-3.1-pro-preview,1,success
mkt-01::row-0013,mkt-01,13,gpt-5.5,1,success
mkt-01::row-0014,mkt-01,14,grok-4.5,1,success
mkt-01::row-0015,mkt-01,15,qwen3.7-plus,1,success
mkt-01::row-0016,mkt-01,16,gpt-5.6-terra,1,success
mkt-01::row-0017,mkt-01,17,gpt-5.5,1,success
mkt-01::row-0018,mkt-01,18,gpt-5.6-terra,1,success
mkt-01::row-0019,mkt-01,19,deepseek-v4-flash,1,success
mkt-01::row-0020,mkt-01,20,kimi-k2.6,1,success
mkt-01::row-0021,mkt-01,21,glm-4.6,1,success
mkt-01::row-0022,mkt-01,22,qwen3.6-plus,1,success
